1853,10,30,15,50,40,48N36,2E20
1873,5,28,9,50,4,48N47,2E29
1881,1,15,7,47,40,45N47,3E 5
1807,4,17,10,37,8,45N11,5E43
1865,8,24,18,51,16,48N50,2E11
1865,7,8,5,5,24,47N37,6E 9
1843,8,29,7,47,40,50N39,3E 5
1819,2,23,15,34,8,43N32,6E28
1883,3,5,5,2,16,43N40,0E36
1887,8,21,9,57,36,44N50,0W34
1878,10,11,2,57,36,44N50,0W34
1890,8,19,20,49,20,48N33,2E40
1867,8,12,21,39,28,48N 7,5E 8
1878,6,17,0,32,8,47N28,0W32
1859,3,24,6,2,8,47N28,0W32
1833,3,19,11,50,40,48N50,2E20
1907,1,16,19,50,40,41N55,8E44
1802,3,12,1,50,36,43N12,2E21
1861,1,27,12,34,8,43N32,6E28
1854,4,19,10,55,40,49N26,1E 5
1861,1,26,9,25,16,49N 1,1E11
1817,3,7,3,52,24,47N54,1E54
1895,7,13,0,50,40,48N57,4E22
1814,12,29,1,2,8,47N28,0W32
1835,11,21,16,37,48,46N40,5E33
1846,11,6,21,42,36,43N51,4E21
1882,6,24,2,52,24,47N54,1E54
1864,8,30,18,2,16,43N40,0E36
1833,2,20,2,2,8,47N28,0W32
1849,8,19,23,6,20,47N13,1W35
1880,4,18,12,45,0,36N10,3E45
1869,5,14,18,6,20,47N13,1W35
1905,5,12,7,20,40,46N17,1E52
1879,5,20,18,57,36,44N50,0W34
1892,1,2,0,50,40,48N42,6E12
1805,7,28,5,45,40,47N48,3E35
1890,9,10,21,36,16,48N50,2E11
1830,5,8,13,40,40,45N46,4E50
1862,1,22,11,40,40,45N46,4E50
1896,1,21,16,50,40,43N37,3E53
1881,10,3,12,6,20,47N13,1W35
1880,5,31,2,4,40,46N 9,1W10
1861,9,27,8,12,28,45N26,4E23
1816,8,12,9,52,0,49N 0,2E 0
1888,3,16,14,5,40,48N36,2E20
1855,2,27,12,57,12,47N24,0E42
1858,2,18,14,40,40,45N46,4E50
1811,11,4,22,50,16,49N 7,6E11
1882,7,5,9,34,8,43N32,6E28
1859,5,8,1,42,28,45N26,4E23
1857,4,5,16,54,0,48N27,1E30
1861,8,25,7,4,40,46N 9,1W10
1825,4,14,1,57,12,47N24,0E42
1844,10,11,12,35,16,49N 7,6E11
1816,6,23,22,5,52,47N15,6E 2
1862,8,5,19,20,0,48N55,2E30
1886,8,19,6,18,20,42N42,2E55
1858,4,16,12,37,8,45N11,5E43
1868,5,18,7,50,4,48N47,2E29
1854,1,20,17,39,20,48N46,5E10
1848,11,1,0,39,20,48N46,5E10
1872,4,4,4,42,36,43N51,4E21
1817,4,18,6,4,20,49N 7,1W 5
1873,4,24,23,27,12,47N24,0E42
1880,1,10,20,47,40,50N39,3E 5
1822,11,13,5,52,32,46N17,1E52
1844,10,24,10,25,40,49N26,1E 5
1828,11,7,16,5,40,46N40,1W25
1837,11,2,19,49,20,48N33,2E40
1841,12,6,20,44,28,43N37,3E53
1876,3,24,21,1,24,48N 0,4W 6
1888,4,28,21,44,28,43N37,3E53
1874,10,26,2,54,40,47N35,1E20
1895,10,1,12,50,40,49N26,1E 5
1874,12,30,5,40,40,43N57,4E50
1840,11,30,7,43,40,48N18,4E 5
1839,9,17,8,40,40,45N46,4E50
1916,12,17,1,0,0,45N11,0E44
1848,5,10,9,10,40,45N46,4E50
1900,9,9,10,50,40,46N17,1E52
1844,7,7,5,10,56,47N40,2W44
1827,3,23,10,48,56,50N18,2E46
1844,6,23,2,55,40,49N26,1E 5
1836,3,28,19,0,36,48N 5,7E21
1836,3,28,18,30,36,48N 5,7E21
1821,3,30,21,50,40,48N50,2E20
1805,12,23,23,48,56,50N18,2E46
1816,11,21,9,51,16,48N50,2E11
1814,8,21,2,51,16,48N50,2E11
1819,9,11,1,50,40,48N36,2E20
1844,1,19,9,49,20,48N33,2E40
1890,12,26,0,58,40,46N35,0E20
1868,4,28,3,17,40,50N39,3E 5
1908,12,17,9,50,40,49N 0,2E 0
1829,2,20,22,40,40,46N18,4E50
1867,1,6,10,22,24,47N54,1E54
1838,7,29,16,48,56,50N18,2E46
1874,8,14,3,51,28,48N50,2E 8
1843,3,28,9,45,32,49N34,3E37
1854,6,29,14,19,20,48N33,2E40
1818,4,3,15,55,40,49N26,1E 5
1811,6,18,4,43,40,48N18,4E 5
1905,2,4,8,50,40,49N26,2E 5
1860,10,1,5,37,8,45N11,5E43
1878,1,29,10,51,16,48N50,2E11
1871,9,9,5,18,56,50N18,2E46
1823,3,25,0,40,40,45N46,4E50
1852,2,4,14,34,8,43N32,6E28
1849,6,2,14,50,40,48N50,2E20
1871,5,1,22,54,40,47N35,1E20
1899,12,27,20,50,40,46N19,0W27
1821,3,15,7,37,48,46N40,5E33
1839,2,20,22,47,24,46N59,3E 9
1823,1,10,11,43,40,48N18,4E 5
1854,3,23,7,2,0,43N54,0W30
1803,6,13,0,50,40,48N36,2E20
1872,5,17,15,1,28,49N11,0W22
1818,5,17,17,35,24,47N37,6E 9
1836,11,2,15,47,40,50N39,3E 5
1864,5,12,14,1,28,49N11,0W22
1815,9,28,21,39,52,47N19,5E 2
1846,6,25,12,59,40,43N14,0E 5
1854,2,2,10,1,28,49N11,0W22
1865,4,30,2,55,40,49N26,1E 5
1849,3,17,10,55,40,49N26,1E 5
1886,9,22,17,27,28,44N12,0E38
1887,11,12,23,47,40,50N39,3E 5
1812,3,21,17,38,32,43N18,5E22
1817,11,22,9,37,8,45N11,5E43
1895,12,21,10,50,40,45N50,1E15
1814,8,12,22,16,24,48N 0,4W 6
1805,3,4,13,49,20,48N33,2E40
1827,9,10,5,36,40,48N 7,1W40
1845,5,7,5,35,16,49N 7,6E11
1883,2,3,13,39,52,47N19,5E 2
1857,2,11,18,49,44,44N21,2E34
1822,3,16,19,57,36,44N50,0W34
1811,4,6,2,40,40,45N46,4E50
1867,10,3,9,51,16,48N50,2E11
1867,9,6,1,37,8,45N11,5E43
1833,6,20,14,31,28,43N18,0W22
1839,4,4,3,48,56,50N18,2E46
1808,4,16,23,54,16,43N37,1E26
1847,5,8,16,7,8,45N11,5E43
1874,9,18,0,41,36,44N44,4E36
1817,11,22,11,50,40,48N50,2E20
1828,2,12,15,40,40,45N46,4E50
1878,9,11,14,37,48,46N40,5E33
1838,1,10,6,49,20,48N33,2E40
1805,5,24,1,42,36,43N51,4E21
1824,7,12,5,1,28,49N11,0W22
1825,11,30,16,4,40,46N 9,1W10
1824,4,25,4,50,40,48N50,2E20
1807,10,17,14,10,56,47N40,2W44
1873,6,5,13,10,40,45N46,4E50
1905,8,19,7,50,40,43N18,5E22
1850,10,18,3,22,24,47N54,1E54
1904,9,3,14,50,40,43N42,7E16
1882,5,13,20,52,0,49N 0,2E 0
1804,8,30,20,57,36,44N50,0W34
1907,11,18,8,20,40,48N50,2E 8
1902,3,23,18,20,40,43N32,6E28
1899,1,11,16,50,40,48N 1,0E12
1817,4,22,6,4,40,46N 9,1W10
1824,11,4,20,34,8,48N10,6E28
1846,7,5,8,51,40,49N26,2E 5
1808,7,7,20,4,40,46N 9,1W10
1857,9,1,19,58,40,46N35,0E20
1821,4,16,15,48,56,50N18,2E46
1845,11,5,20,55,40,49N26,1E 5
1860,9,2,10,36,20,45N34,5E55
1847,7,9,5,4,20,49N 7,1W 5
1879,12,16,15,17,40,45N47,3E 5
1822,7,15,14,54,40,47N35,1E20
1838,5,16,10,45,32,49N34,3E37
1824,9,27,23,44,28,43N37,3E53
1853,11,15,11,36,40,48N 7,1W40
1866,10,27,16,36,20,45N34,5E55
1860,8,16,0,57,28,44N12,0E38
1918,4,14,21,0,0,48N36,2E20
1900,1,1,12,50,40,44N50,0W34
1866,5,16,4,50,4,48N47,2E29
1821,1,5,9,40,40,46N18,4E50
1804,4,6,8,43,40,48N18,4E 5
1828,3,28,15,39,8,46N12,5E13
1853,10,29,16,58,40,46N35,0E20
1876,7,9,4,1,28,43N18,0W22
1837,7,4,4,47,40,50N39,3E 5
1860,5,9,6,5,48,49N54,2E18
1821,8,23,21,40,40,45N46,4E50
1878,5,31,22,45,40,47N48,3E35
1822,8,21,11,55,40,49N26,1E 5
1924,10,14,5,0,0,45N11,0E44
1849,1,16,2,50,0,48N55,2E30
1904,8,17,5,50,40,50N39,3E 5
1850,2,14,3,55,40,49N26,1E 5
1901,6,20,14,50,40,43N55,2E 8
1841,5,25,17,48,56,50N18,2E46
1844,9,19,9,6,20,47N13,1W35
1884,1,26,8,5,32,45N54,6E 7
1903,4,29,22,5,40,47N13,1W35
1839,1,19,0,38,32,43N18,5E22
1862,9,26,21,21,20,47N13,1W35
1882,10,3,5,42,36,43N51,4E21
1870,6,10,21,17,40,45N47,3E 5
1860,11,3,10,37,8,45N11,5E43
1813,10,30,1,4,40,46N 9,1W10
1851,2,2,19,9,8,46N12,5E13
1825,6,8,2,55,16,49N 1,1E11
1845,12,20,22,42,28,45N26,4E23
1876,2,26,6,34,40,46N 9,1W10
1897,8,24,12,50,40,45N11,5E43
1878,4,26,5,40,40,46N18,4E50
1844,1,7,8,42,28,45N26,4E23
1822,2,9,11,54,0,48N27,1E30
1842,1,30,8,30,56,43N42,7E16
1864,3,2,12,37,8,45N11,5E43
1859,2,23,3,47,24,46N59,3E 9
1849,7,20,7,35,52,47N15,6E 2
1821,8,5,3,40,40,43N57,4E50
1822,7,21,3,34,8,43N32,6E28
1864,6,14,20,6,20,47N13,1W35
1883,12,31,21,50,4,48N47,2E29
1816,2,4,1,40,40,46N18,4E50
1825,3,21,6,48,56,50N18,2E46
1860,11,22,17,47,40,50N39,3E 5
1815,5,15,7,39,8,46N12,5E13
1855,10,31,4,39,52,47N19,5E 2
1867,10,2,22,50,4,48N47,2E29
1860,1,5,0,35,52,47N15,6E 2
1919,8,31,11,0,0,47N13,1W35
1843,9,11,19,50,40,48N50,2E20
1826,5,20,0,40,24,44N56,4E54
1891,1,20,2,43,40,48N18,4E 5
1914,11,7,19,30,0,45N11,0E44
1888,10,13,1,34,20,49N 7,1W 5
1889,7,5,0,51,28,48N50,2E 8
1829,9,7,20,31,28,49N11,0W22
1812,9,4,14,3,0,48N 4,0W45
1818,9,25,1,47,40,50N39,3E 5
1798,12,5,16,50,40,48N50,2E20
1828,7,11,10,58,56,50N18,2E46
1892,6,27,4,50,40,48N42,6E12
1803,10,24,8,51,28,48N50,2E 8
1850,10,10,2,47,40,50N39,3E 5
1813,8,27,22,40,40,45N46,4E50
1870,11,6,16,36,20,47N13,1W35
1894,6,18,15,50,40,47N 5,2E23
1796,7,16,1,20,40,48N50,2E20
1837,2,17,11,44,28,43N37,3E53
1863,7,12,8,44,28,45N 3,3E53
1819,6,10,2,35,52,47N15,6E 2
1810,3,7,15,34,8,43N32,6E28
1904,12,13,15,50,40,43N51,4E21
1815,12,21,22,51,40,49N26,2E 5
1823,5,26,22,40,40,46N18,4E50
1834,1,27,13,51,40,49N26,2E 5
1822,6,1,11,45,40,47N48,3E35
1819,1,27,13,47,40,50N39,3E 5
1860,5,31,10,57,28,44N12,0E38
1856,5,20,5,17,40,50N39,3E 5
1820,9,7,7,58,40,46N35,0E20
1867,12,1,10,31,28,43N18,0W22
1918,10,22,14,0,0,48N47,2E29
1847,2,20,21,50,40,48N50,2E20
1823,5,3,9,40,40,45N46,4E50
1824,10,15,6,16,24,48N 0,4W 6
1808,2,26,14,38,32,43N18,5E22
1834,2,19,20,49,20,48N33,2E40
1812,9,28,20,49,20,48N33,2E40
1804,7,16,3,27,36,44N50,0W34
1821,7,14,2,3,56,50N18,2E46
1847,4,25,9,54,16,43N37,1E26
1805,12,21,6,37,8,45N11,5E43
1861,9,10,13,50,48,49N54,2E18
1868,6,21,14,40,40,46N18,4E50
1866,2,6,18,35,16,49N 7,6E11
1880,5,26,6,25,16,49N 1,1E11
1806,8,28,5,35,52,47N15,6E 2
1834,7,19,20,20,40,48N50,2E20
1822,4,23,9,50,40,48N50,2E20
1811,5,2,23,6,40,48N 7,1W40
1809,1,26,20,18,56,50N18,2E46
1845,1,16,2,47,40,50N39,3E 5
1867,7,6,18,30,32,49N34,3E37
1898,8,27,4,50,40,48N27,1E30
1915,7,16,4,0,0,46N40,1W25
1828,6,13,8,6,20,47N13,1W35
1874,2,24,8,57,12,47N24,0E42
1818,6,12,8,47,40,50N39,3E 5
1841,2,4,16,42,36,43N51,4E21
1842,4,16,11,45,40,47N48,3E35
1877,6,28,3,49,20,48N33,2E40
1878,4,6,16,47,40,50N39,3E 5
1851,10,25,5,17,40,50N39,3E 5
1833,10,6,0,48,56,50N18,2E46
1870,11,25,16,4,20,49N 7,1W 5
1872,11,14,22,11,4,49N46,4E44
1880,6,17,13,51,28,48N50,2E 8
1837,2,6,9,48,56,50N18,2E46
1821,7,22,3,47,40,50N39,3E 5
1851,3,22,2,34,8,48N10,6E28
1886,2,10,18,4,20,49N 7,1W 5
1831,11,9,10,34,8,43N32,6E28
1817,4,16,3,53,16,46N49,1E41
1880,9,25,22,17,24,46N59,3E 9
1894,9,30,1,50,40,44N 1,1E20
1912,3,7,17,0,0,45N26,4E23
1886,3,19,17,57,36,44N50,0W34
1848,10,5,16,50,40,48N50,2E20
1867,10,13,22,37,0,49N 0,2E 0
1862,2,23,1,47,40,50N39,3E 5
1826,9,22,23,55,40,49N26,1E 5
1820,7,8,16,47,40,45N47,3E 5
1805,4,22,3,50,40,48N50,2E20
1818,10,28,14,35,16,49N 7,6E11
1820,12,27,3,40,40,45N46,4E50
1878,2,6,5,57,36,44N50,0W34
1807,8,21,7,57,36,44N50,0W34
1831,5,26,10,50,40,48N50,2E20
1864,11,14,2,54,16,43N37,1E26
1856,1,28,0,46,40,46N34,3E20
1889,3,4,8,57,36,44N50,0W34
1824,1,28,0,35,52,47N15,6E 2
1832,1,6,5,29,0,48N35,7E45
1879,11,8,9,57,36,44N50,0W34
1883,12,16,15,58,40,46N35,0E20
1835,6,28,5,6,20,47N13,1W35
1874,3,21,7,37,8,45N11,5E43
1827,12,16,17,12,36,43N51,4E21
1838,6,23,13,1,28,49N11,0W22
1884,12,25,18,50,4,48N47,2E29
1816,7,12,22,57,36,44N50,0W34
1857,8,12,6,35,24,47N37,6E 9
1814,6,19,0,50,40,48N50,2E20
1837,2,27,12,6,20,47N13,1W35
1886,10,29,23,5,52,47N15,6E 2
1833,3,28,20,40,40,45N46,4E50
1821,2,26,22,1,28,49N11,0W22
1891,9,8,6,50,40,48N 0,4W 6
1819,3,31,17,50,40,48N50,2E20
1853,5,16,1,50,40,48N50,2E20
1843,2,14,9,44,28,45N 3,3E53
1813,4,12,14,40,40,45N46,4E50
1806,1,11,23,47,40,50N39,3E 5
1843,3,7,15,50,40,48N50,2E20
1836,3,27,0,38,32,43N18,5E22
1870,6,20,22,50,4,48N47,2E29
1876,11,23,21,21,28,48N50,2E 8
1888,3,12,13,55,40,49N26,1E 5
1877,6,3,6,55,40,49N26,1E 5
1860,4,7,3,7,40,50N39,3E 5
1884,7,5,23,55,40,48N36,2E20
1841,11,3,22,11,4,49N46,4E44
1811,4,5,20,6,20,47N13,1W35
1816,6,18,11,55,0,45N50,1E15
1849,2,15,11,54,40,47N35,1E20
1833,7,9,6,52,24,47N54,1E54
1869,3,24,3,1,28,43N18,0W22
1814,5,20,18,6,40,48N 7,1W40
1894,10,29,12,20,40,46N 9,1W10
1876,4,25,16,51,28,48N50,2E 8
1807,10,5,4,47,40,50N39,3E 5
1812,6,17,8,50,40,48N50,2E20
1841,1,4,10,50,40,48N50,2E20
1814,8,5,3,50,40,48N50,2E20
1867,6,26,0,39,28,48N 7,5E 8
1859,6,25,4,40,24,44N56,4E54
1865,5,13,22,41,36,44N44,4E36
1850,7,14,9,52,56,45N16,1E46
1872,6,7,2,51,16,48N50,2E11
1834,4,16,1,21,28,43N55,2E 8
1870,8,14,22,49,20,48N33,2E40
1904,5,2,20,50,40,47N 5,2E23
1867,9,21,5,1,28,43N18,0W22
1810,9,20,10,50,40,48N50,2E20
1900,10,5,23,53,40,50N39,3E 5
1872,10,3,11,0,56,43N42,7E16
1830,5,24,23,5,52,47N15,6E 2
1867,3,30,15,40,40,45N46,4E50
1818,4,17,11,35,12,48N42,6E12
1872,5,21,17,49,20,48N33,2E40
1819,6,1,19,30,36,48N 5,7E21
1831,1,17,19,35,52,47N15,6E 2
1836,1,14,14,37,8,45N11,5E43
1850,11,22,13,50,40,48N50,2E20
1822,8,23,0,37,8,45N11,5E43
1823,1,3,4,42,28,45N26,4E23
1816,5,24,12,17,40,50N39,3E 5
1879,2,21,18,21,16,48N50,2E11
1864,9,14,1,25,40,49N26,1E 5
1847,9,29,2,42,36,43N51,4E21
1815,11,13,0,35,12,48N42,6E12
1826,4,12,10,35,12,48N42,6E12
1868,12,15,8,36,20,45N34,5E55
1900,10,27,12,50,40,47N54,1E54
1824,4,11,11,51,40,49N26,2E 5
1843,7,17,17,35,16,49N 7,6E11
1809,3,23,14,40,40,45N46,4E50
1871,7,9,6,7,8,45N11,5E43
1811,5,28,6,40,40,45N46,4E50
1804,12,18,6,20,40,48N50,2E20
1900,7,6,18,20,40,48N50,2E11
1890,1,11,5,2,16,43N40,0E36
1814,5,8,3,50,0,48N55,2E30
1884,9,23,1,41,4,49N46,4E44
1805,11,30,9,39,8,46N12,5E13
1852,10,23,22,42,32,48N57,4E22
1827,5,22,7,4,20,49N 7,1W 5
1869,12,25,0,36,40,48N 7,1W40
1821,3,26,5,55,40,49N26,1E 5
1869,4,23,9,59,12,48N 1,0E12
1803,5,9,2,50,40,48N50,2E20
1809,12,5,16,50,40,48N50,2E20
1824,7,5,20,39,8,46N12,5E13
1814,11,17,1,34,8,48N10,6E28
1887,10,18,11,21,20,47N13,1W35
1877,5,26,22,35,0,44N 6,6E15
1837,7,10,22,50,40,48N50,2E20
1814,6,21,12,50,40,48N50,2E20
1863,4,16,5,35,16,49N 7,6E11
1879,2,6,12,55,40,49N26,1E 5
1820,6,17,11,50,40,48N50,2E20
1820,10,24,11,4,40,46N 9,1W10
1838,10,28,1,34,8,43N32,6E28
1893,5,26,16,50,40,45N11,5E43
1846,3,1,2,0,36,48N 5,7E21
1834,1,7,11,50,40,48N50,2E20
1872,4,18,9,14,28,43N37,3E53
1810,6,30,1,50,40,48N50,2E20
1842,5,23,18,4,40,46N 9,1W10
1814,6,6,0,1,28,43N18,0W22
1828,7,28,6,42,36,43N51,4E21
1899,7,20,17,50,40,48N47,2E29
1821,8,25,21,34,8,43N32,6E28
1847,1,22,6,50,40,48N50,2E20
1914,7,29,12,15,0,48N 7,1W40
1848,6,7,9,50,40,48N50,2E20
1860,2,16,14,49,20,48N33,2E40
1825,6,19,0,47,40,50N39,3E 5
1804,1,13,22,50,40,48N50,2E20
1804,7,30,3,51,40,49N26,2E 5
1834,11,28,14,1,28,43N18,0W22
1817,3,17,2,50,40,48N50,2E20
1894,11,9,0,50,40,49N26,1E 5
1805,3,7,11,48,56,50N18,2E46
1853,3,1,2,4,40,46N 9,1W10
1849,6,30,8,0,36,48N 5,7E21
1863,6,24,20,51,16,48N50,2E11
1824,5,11,2,35,24,47N37,6E 9
1859,9,7,19,54,16,43N37,1E26
1852,9,10,22,50,40,48N50,2E20
1828,11,19,2,35,52,47N15,6E 2
1822,3,15,18,50,40,48N50,2E20
1806,1,6,6,50,52,47N15,6E 2
1840,10,17,6,50,40,48N50,2E20
1898,3,8,14,20,40,45N11,5E43
1883,11,1,22,12,12,47N24,0E42
1838,5,30,21,39,8,46N12,5E13
1839,12,13,1,50,40,48N50,2E20
1856,11,27,21,35,24,47N37,6E 9
1825,11,7,21,44,28,45N 3,3E53
1806,8,9,10,50,40,48N50,2E20
1819,1,17,20,50,40,48N50,2E20
1812,8,19,6,41,36,44N44,4E36
