1873,263.827448875,214.897005150,242.733857090,247.092527234,317.276099263,180.255261404,300.489025423,130.164436224,25.890228345,50.198644461,-0.265078735,-0.590765864,0.813482177,0.361313306,0.550260540,-0.978508203,0.592417989,-0.726199388,0.848657080,0.519655482
1876,140.490632264,51.010338080,148.582247574,105.070740188,140.515530718,233.043085992,335.799090714,140.348310785,35.314158257,54.568129998,-0.597603479,-0.689900763,-0.099115671,0.771776514,0.012337962,0.940159143,-0.264560698,-0.018127462,-0.933684389,-0.921945159
1864,349.996881318,19.108716918,329.916700780,316.733645789,301.115093515,237.583426924,196.560259594,81.067870930,5.185183331,40.737522953,0.897648866,0.799279612,0.348564512,0.718919989,-0.617573570,-0.925666836,-0.444315584,0.977544762,0.273367977,0.729363036
1860,121.627757526,200.522030806,144.593573339,113.291890994,293.194035728,125.368006750,145.909035216,70.812046634,359.269965287,39.456924607,-0.371572604,0.546634872,-0.420010533,0.196282670,0.026302224,0.075740493,0.410762745,-0.764709880,-0.815577411,-0.895782167
1890,81.347742263,23.111437906,64.382194980,110.079956978,241.290819857,311.919402107,148.707391186,202.734175065,64.920599981,66.757515011,0.344619587,0.608239471,0.451654258,-0.685554566,0.110382253,-0.755703595,0.918549739,0.827694570,-0.267177825,-0.242175823
1810,302.820831643,152.761275690,318.057571606,290.375682237,339.091597350,18.110737676,252.392649511,223.993135493,248.430179931,344.349594189,0.393178174,-0.465249528,-0.761158547,0.279661323,0.462224583,0.951970918,-0.769495592,-0.968579290,-0.808574948,0.661195715
1843,154.256499725,190.956044112,172.158193845,144.758805313,259.607595917,320.991040687,289.774014449,1.304639906,319.695505317,22.749766662,-0.797793544,0.150684355,-0.314135073,0.204807434,0.533160064,0.215690239,0.694478142,-0.432645504,0.256556516,-0.656027220
1866,153.339397394,342.560331057,143.592081253,196.752566850,81.502450009,293.253315620,217.477325225,97.386706990,12.391575510,45.139704914,-0.765495799,-0.532988244,0.537702521,-0.934838567,-0.563771499,0.602678588,0.893104450,-0.822743226,-0.603034545,-0.863705024
1876,327.284190804,230.269683009,320.093747005,1.864647364,22.014999885,240.606201069,328.428723661,137.536550531,30.644469486,51.707852200,0.724046907,0.510580470,0.080891516,-0.705690933,0.752134999,-0.997673235,0.018130832,0.150064258,0.894358753,0.930013034
1873,178.495027763,175.192798752,175.416386342,142.034696803,254.413469535,165.722447350,296.153693962,129.233008667,27.919823150,51.602240687,-0.945369632,-0.117577970,0.307589671,0.778816983,0.542633819,-0.220119451,0.879379088,-0.759508519,-0.467966360,-0.734740383
1839,8.666116095,188.112077670,24.412416262,32.923916833,164.593210128,194.497300432,250.254752864,343.886734015,312.045838005,17.189373018,0.967787336,0.148921319,-0.856948293,-0.528563998,0.294076750,-0.117501084,-0.876790587,-0.395964476,-0.813456237,0.167530261
1875,57.866736316,226.123300830,69.628108987,24.813051064,274.546256784,203.137552007,325.825775219,131.544899713,31.534049621,52.308061202,0.657143791,0.049980109,-0.544480556,0.753003046,-0.559967171,0.531286026,-0.995872702,0.926710633,-0.420695910,-0.084192903
1876,338.913210474,13.753721472,315.224651610,15.800470972,30.158201275,241.457690423,329.826122417,137.056151979,30.912217703,51.781576428,0.809751267,-0.450363252,0.507725075,-0.758805372,0.738944345,-0.991258710,-0.159525262,0.350184621,0.790285383,0.893671068
1846,282.742974195,358.094269557,268.480575996,329.321204516,7.670888010,30.956738951,317.013401636,6.464707396,324.131858697,22.956045225,0.020753376,0.884008626,0.524860914,-0.902931354,0.865583266,0.940600414,0.557040931,0.990671778,0.659754140,0.928763917
1842,39.744108463,287.758527560,28.267394087,53.981748398,55.205039727,292.504423738,284.387282205,356.743977530,319.146424768,20.888793402,0.862639947,0.613263046,0.300438902,-0.324092811,0.351040539,-0.941048337,-0.902813325,-0.655057550,-0.960938773,-0.266077153
1874,100.855340630,321.786128947,125.886924002,133.518500824,101.610638921,174.686146254,313.129750362,129.000495351,30.553317576,52.285721654,0.012222774,-0.354383223,-0.512454846,-0.772331805,0.110850852,0.921365419,-0.533826965,0.448226317,-0.909949194,-0.689603298
1830,172.622269365,160.503760469,198.913458819,148.677253925,357.246502084,278.152922980,145.654881282,306.910990039,290.082345752,8.895471083,-0.919361794,0.463740275,-0.538447913,0.529517188,0.022009470,0.907926302,-0.447595379,0.718571373,0.874509434,-0.219528571
1852,230.391890183,242.943545624,244.804756986,188.454801437,249.347645404,240.971419946,43.973751228,35.875416036,338.716029179,30.430419818,-0.748129102,0.405110774,-0.358034785,0.853154410,0.104804979,0.150122241,0.111918094,0.253926657,0.947142355,0.335636952
1851,76.968917123,188.645491089,56.043710926,47.051700696,32.982907180,193.091181543,30.492795441,32.868306721,339.267928129,30.362568498,0.364722269,0.227008051,0.542964074,0.692368022,-0.339936205,0.852423175,-0.719172279,-0.676342996,-0.961327232,-0.644056814
1862,288.884928148,34.008580923,287.110513424,333.546516415,242.062795917,177.447600673,172.638029061,72.992623484,359.097028830,38.503950810,0.120552058,0.189450525,-0.062635561,-0.873448473,-0.748579211,-0.915935553,-0.889061013,0.573086236,0.940172729,0.882855404
1875,309.059780235,216.927527573,318.740807528,264.118842345,232.252234688,211.206123167,315.836209253,133.397330586,28.139042636,50.746162524,0.479117739,0.066617558,-0.515453149,0.916900147,-0.971020229,-0.986689821,0.115336486,-0.090164155,0.980857439,0.914697109
1838,98.746395204,200.190045436,85.116469125,58.057623638,70.551460773,163.153254950,232.699554432,342.377039769,309.821907688,17.879006060,0.001954958,-0.444840657,0.636802827,0.897882432,-0.210712271,0.869042902,0.714954205,-0.864517243,-0.500323007,-0.872381491
1868,71.012549181,203.015090117,89.401655071,113.452006518,38.166006027,8.410924233,241.741828206,101.140891739,16.691866830,46.155177610,0.465262934,0.517248102,-0.655815960,-0.942506724,-0.237773164,-0.837631468,0.158245751,0.482953510,-0.782522334,-0.377664729
1822,66.454495708,164.112586834,81.668477493,20.806844147,155.051452238,48.888134455,34.465518012,276.544747160,274.607444389,0.767854439,0.512701928,0.801751406,-0.606402426,0.983048005,0.796125432,-0.263233609,-0.525512502,-0.483560680,-0.466766193,-0.797661373
1857,234.842654336,240.677251000,233.630783486,210.154950092,180.485767191,39.074955489,118.306727328,57.297521227,349.939831177,35.269098054,-0.693854595,0.010593557,0.099639484,0.527706536,-0.789941479,0.287730930,-0.884861700,-0.040691115,0.904853754,0.326418058
1809,4.823081878,112.480883046,338.273166665,50.392028009,203.679176319,1.939689549,243.721182015,218.959047880,246.785842966,344.703590009,0.948540894,-0.728715987,0.496156554,-0.944308319,-0.397344435,-0.035295005,-0.853735592,-0.557413248,-0.877570560,-0.273083330
