1930,12,4,6,0,0,48N50,2E20
1887,7,28,17,50,40,48N50,2E20
1923,6,30,3,0,0,48N50,2E20
1887,8,10,10,50,40,48N50,2E20
1927,5,1,19,0,0,48N50,2E20
1887,8,14,2,50,40,48N50,2E20
1924,11,14,19,30,0,48N50,2E20
1887,9,10,16,50,40,48N50,2E20
1925,7,25,5,0,0,48N50,2E20
1887,10,24,9,50,40,48N50,2E20
1923,7,14,11,50,0,48N50,2E20
1887,12,2,8,50,40,48N50,2E20
1923,8,20,22,30,0,48N50,2E20
1887,12,21,14,20,40,48N50,2E20
1925,9,15,18,0,0,48N50,2E20
1888,1,18,20,20,40,48N50,2E20
1924,3,22,23,30,0,48N50,2E20
1888,2,26,2,50,40,48N50,2E20
1925,7,13,7,0,0,48N50,2E20
1927,3,15,17,0,0,48N50,2E20
1888,3,6,0,50,40,48N50,2E20
1923,10,17,2,30,0,48N50,2E20
1888,3,10,13,50,40,48N50,2E20
1924,4,22,20,30,0,48N50,2E20
1888,3,15,22,50,40,48N50,2E20
1925,5,29,11,0,0,48N50,2E20
1888,3,24,20,50,40,48N50,2E20
1895,9,19,12,50,40,48N50,2E20
1927,7,9,23,5,0,48N50,2E20
1888,3,26,13,50,40,48N50,2E20
1925,1,8,18,30,0,48N50,2E20
1888,3,27,7,50,40,48N50,2E20
1927,7,4,21,0,0,48N50,2E20
1888,3,29,0,50,40,48N50,2E20
1925,7,1,13,0,0,48N50,2E20
1888,3,29,4,50,40,48N50,2E20
1923,10,1,15,45,0,48N50,2E20
1888,4,14,14,20,40,48N50,2E20
1927,9,28,23,15,0,48N50,2E20
1888,5,22,6,20,40,48N50,2E20
1929,1,25,23,50,0,48N50,2E20
1888,6,5,3,50,40,48N50,2E20
1924,4,9,2,15,0,48N50,2E20
1888,6,5,5,50,40,48N50,2E20
1899,5,9,7,50,40,48N50,2E20
1929,9,14,13,0,0,48N50,2E20
1930,10,14,11,40,0,48N50,2E20
1888,6,14,3,50,40,48N50,2E20
1923,11,30,11,30,0,48N50,2E20
1888,7,1,23,35,40,48N50,2E20
1923,7,5,22,55,0,48N50,2E20
1888,7,7,23,35,40,48N50,2E20
1926,5,21,3,30,0,48N50,2E20
1888,7,17,18,50,40,48N50,2E20
1923,6,10,9,0,0,48N50,2E20
1888,7,21,21,50,40,48N50,2E20
1924,1,16,9,0,0,48N50,2E20
1888,7,24,8,50,40,48N50,2E20
1924,2,29,22,30,0,48N50,2E20
1931,2,18,23,20,0,48N50,2E20
1888,8,19,4,50,40,48N50,2E20
1926,10,27,12,20,0,48N50,2E20
1888,9,8,12,20,40,48N50,2E20
1924,12,6,17,40,0,48N50,2E20
1930,11,6,11,0,0,48N50,2E20
1888,10,1,13,50,40,48N50,2E20
1926,5,10,15,0,0,48N50,2E20
1888,10,9,4,50,40,48N50,2E20
1923,2,24,11,45,0,48N50,2E20
1888,10,16,1,50,40,48N50,2E20
1924,5,2,8,0,0,48N50,2E20
1888,10,19,14,50,40,48N50,2E20
1925,11,8,1,11,0,48N50,2E20
1888,10,22,0,5,40,48N50,2E20
1927,2,14,18,10,0,48N50,2E20
1888,10,25,2,50,40,48N50,2E20
1924,8,23,14,10,0,48N50,2E20
1888,11,2,17,20,40,48N50,2E20
1925,9,29,5,0,0,48N50,2E20
1888,11,10,1,20,40,48N50,2E20
1923,1,22,11,0,0,48N50,2E20
1888,11,10,3,20,40,48N50,2E20
1923,9,11,1,0,0,48N50,2E20
1888,12,2,20,50,40,48N50,2E20
1926,12,21,6,30,0,48N50,2E20
1888,12,7,19,50,40,48N50,2E20
1925,4,6,22,50,0,48N50,2E20
1927,3,26,20,30,0,48N50,2E20
1888,12,11,0,50,40,48N50,2E20
1889,6,27,6,50,40,48N50,2E20
1923,7,5,8,45,0,48N50,2E20
1888,12,11,3,50,40,48N50,2E20
1924,2,15,8,0,0,48N50,2E20
1888,12,14,17,50,40,48N50,2E20
1929,4,28,0,20,0,48N50,2E20
1888,12,25,4,50,40,48N50,2E20
1923,12,28,15,0,0,48N50,2E20
1925,7,13,2,15,0,48N50,2E20
1928,3,11,12,30,0,48N50,2E20
1889,1,11,10,50,40,48N50,2E20
1925,5,10,22,0,0,48N50,2E20
1927,2,8,17,30,0,48N50,2E20
1928,12,21,1,0,0,48N50,2E20
1889,1,12,7,50,40,48N50,2E20
1927,8,21,8,0,0,48N50,2E20
1930,1,27,15,0,0,48N50,2E20
1889,1,21,23,20,40,48N50,2E20
1923,8,9,1,0,0,48N50,2E20
1889,2,2,22,50,40,48N50,2E20
1925,1,5,10,0,0,48N50,2E20
1889,2,9,0,50,40,48N50,2E20
1927,12,15,8,0,0,48N50,2E20
1930,2,4,17,30,0,48N50,2E20
1889,2,9,23,35,40,48N50,2E20
1926,4,6,1,0,0,48N50,2E20
1889,2,15,0,5,40,48N50,2E20
1925,6,6,10,20,0,48N50,2E20
1889,2,21,22,50,40,48N50,2E20
1930,3,26,8,30,0,48N50,2E20
1889,3,7,5,50,40,48N50,2E20
1893,9,10,7,20,40,48N50,2E20
1923,5,7,4,0,0,48N50,2E20
1889,3,16,15,50,40,48N50,2E20
1923,1,24,1,0,0,48N50,2E20
1924,6,13,22,0,0,48N50,2E20
1925,10,7,1,30,0,48N50,2E20
1889,3,20,1,50,40,48N50,2E20
1929,9,9,11,20,0,48N50,2E20
1889,3,25,15,5,40,48N50,2E20
1923,5,26,9,0,0,48N50,2E20
1925,12,8,6,0,0,48N50,2E20
1927,7,9,13,0,0,48N50,2E20
1889,4,9,11,20,40,48N50,2E20
1924,10,29,18,45,0,48N50,2E20
1889,4,22,2,20,40,48N50,2E20
1925,6,7,2,30,0,48N50,2E20
1889,4,22,14,50,40,48N50,2E20
1930,8,27,3,0,0,48N50,2E20
1889,5,2,22,50,40,48N50,2E20
1928,7,21,2,30,0,48N50,2E20
1889,5,24,14,50,40,48N50,2E20
1924,4,11,0,30,0,48N50,2E20
1889,5,28,20,50,40,48N50,2E20
1925,2,11,11,0,0,48N50,2E20
1889,6,1,3,50,40,48N50,2E20
1926,10,20,2,0,0,48N50,2E20
1889,6,27,11,50,40,48N50,2E20
1923,6,18,20,30,0,48N50,2E20
1889,7,5,20,50,40,48N50,2E20
1924,10,28,17,25,0,48N50,2E20
1927,1,26,2,0,0,48N50,2E20
1928,7,13,4,30,0,48N50,2E20
1930,2,20,9,15,0,48N50,2E20
1889,7,28,8,50,40,48N50,2E20
1923,4,2,2,30,0,48N50,2E20
1926,7,17,9,0,0,48N50,2E20
1889,8,4,3,50,40,48N50,2E20
1893,9,20,3,50,40,48N50,2E20
1927,2,11,23,10,0,48N50,2E20
1889,8,20,15,50,40,48N50,2E20
1926,9,16,20,30,0,48N50,2E20
1927,12,10,3,30,0,48N50,2E20
1889,8,21,6,20,40,48N50,2E20
1925,8,4,22,50,0,48N50,2E20
1889,9,6,7,50,40,48N50,2E20
1924,9,10,7,0,0,48N50,2E20
1889,9,7,3,20,40,48N50,2E20
1923,8,3,18,0,0,48N50,2E20
1889,9,13,6,50,40,48N50,2E20
1931,2,11,12,15,0,48N50,2E20
1889,9,18,8,50,40,48N50,2E20
1901,1,21,19,50,40,48N50,2E20
1923,12,9,4,0,0,48N50,2E20
1889,9,30,11,50,40,48N50,2E20
1926,10,31,20,30,0,48N50,2E20
1889,11,7,7,50,40,48N50,2E20
1926,4,14,17,30,0,48N50,2E20
1889,11,7,20,50,40,48N50,2E20
1927,9,23,14,30,0,48N50,2E20
1889,11,12,4,50,40,48N50,2E20
1923,2,15,23,30,0,48N50,2E20
1889,12,18,14,50,40,48N50,2E20
1926,5,25,17,20,0,48N50,2E20
1889,12,22,0,50,40,48N50,2E20
1927,3,20,16,0,0,48N50,2E20
1930,2,21,17,0,0,48N50,2E20
1889,12,30,22,50,40,48N50,2E20
1929,9,14,8,15,0,48N50,2E20
1890,1,10,22,20,40,48N50,2E20
1923,4,30,7,0,0,48N50,2E20
1890,1,23,9,50,40,48N50,2E20
1923,4,23,7,0,0,48N50,2E20
1890,1,31,9,20,40,48N50,2E20
1925,12,26,13,0,0,48N50,2E20
1890,2,3,20,50,40,48N50,2E20
1923,3,12,1,0,0,48N50,2E20
1890,2,22,4,50,40,48N50,2E20
1923,8,4,4,45,0,48N50,2E20
1890,3,2,9,20,40,48N50,2E20
1924,2,21,13,15,0,48N50,2E20
1890,3,15,19,50,40,48N50,2E20
1923,8,16,3,30,0,48N50,2E20
1924,10,26,22,0,0,48N50,2E20
1926,10,10,7,0,0,48N50,2E20
1890,3,19,1,50,40,48N50,2E20
1923,12,31,18,0,0,48N50,2E20
1925,4,13,13,0,0,48N50,2E20
1890,3,22,13,50,40,48N50,2E20
1923,6,18,6,0,0,48N50,2E20
1890,3,30,16,50,40,48N50,2E20
1927,12,6,14,15,0,48N50,2E20
1890,4,1,2,50,40,48N50,2E20
1923,2,26,23,0,0,48N50,2E20
1890,4,3,20,50,40,48N50,2E20
1900,1,21,9,50,40,48N50,2E20
1923,10,14,22,0,0,48N50,2E20
1890,4,5,9,50,40,48N50,2E20
1924,2,3,13,30,0,48N50,2E20
1890,4,12,21,50,40,48N50,2E20
1929,9,2,1,0,0,48N50,2E20
1890,4,13,17,20,40,48N50,2E20
1927,3,22,1,50,0,48N50,2E20
1890,4,15,1,50,40,48N50,2E20
1927,11,2,14,30,0,48N50,2E20
1890,5,1,18,50,40,48N50,2E20
1927,5,6,13,30,0,48N50,2E20
1890,5,6,16,50,40,48N50,2E20
1896,9,25,9,50,40,48N50,2E20
1925,7,24,10,30,0,48N50,2E20
1890,5,11,1,50,40,48N50,2E20
1923,1,2,6,30,0,48N50,2E20
1890,5,22,1,50,40,48N50,2E20
1927,10,23,1,10,0,48N50,2E20
1890,6,2,0,20,40,48N50,2E20
1925,10,28,23,0,0,48N50,2E20
1890,6,11,3,50,40,48N50,2E20
1923,8,2,9,30,0,48N50,2E20
1890,6,20,0,20,40,48N50,2E20
1923,1,19,7,0,0,48N50,2E20
1926,8,17,9,0,0,48N50,2E20
1890,6,21,14,20,40,48N50,2E20
1928,9,23,0,30,0,48N50,2E20
1890,6,22,6,50,40,48N50,2E20
1925,12,9,9,30,0,48N50,2E20
1890,6,27,6,50,40,48N50,2E20
1923,10,31,10,0,0,48N50,2E20
1890,7,6,3,50,40,48N50,2E20
1923,1,10,6,0,0,48N50,2E20
1890,7,21,20,20,40,48N50,2E20
1929,8,10,9,45,0,48N50,2E20
1890,8,1,2,20,40,48N50,2E20
1893,3,2,0,50,40,48N50,2E20
1925,5,1,5,0,0,48N50,2E20
1890,8,1,2,20,40,48N50,2E20
1923,6,7,20,30,0,48N50,2E20
1890,8,1,9,50,40,48N50,2E20
1894,9,6,19,50,40,48N50,2E20
1924,9,28,5,0,0,48N50,2E20
1890,8,21,2,50,40,48N50,2E20
1928,2,12,6,10,0,48N50,2E20
1929,9,17,4,30,0,48N50,2E20
1890,9,27,4,50,40,48N50,2E20
1924,1,25,8,0,0,48N50,2E20
1925,1,10,16,0,0,48N50,2E20
1926,2,1,15,30,0,48N50,2E20
1927,7,29,2,0,0,48N50,2E20
1929,4,9,7,0,0,48N50,2E20
1890,9,30,8,50,40,48N50,2E20
1924,4,19,11,0,0,48N50,2E20
1926,6,22,3,40,0,48N50,2E20
1890,10,3,20,20,40,48N50,2E20
1928,3,27,0,30,0,48N50,2E20
1890,10,12,22,50,40,48N50,2E20
1924,9,16,0,30,0,48N50,2E20
1890,10,14,8,50,40,48N50,2E20
1923,8,13,2,45,0,48N50,2E20
1890,10,19,20,20,40,48N50,2E20
1923,7,23,16,30,0,48N50,2E20
1890,10,23,1,50,40,48N50,2E20
1925,4,1,1,30,0,48N50,2E20
1890,10,28,3,50,40,48N50,2E20
1923,6,5,18,0,0,48N50,2E20
1890,11,6,12,50,40,48N50,2E20
1925,3,29,23,50,0,48N50,2E20
1890,11,7,13,50,40,48N50,2E20
1924,7,21,2,15,0,48N50,2E20
1926,11,3,11,0,0,48N50,2E20
1890,11,10,1,35,40,48N50,2E20
1926,9,29,9,0,0,48N50,2E20
1890,11,17,2,50,40,48N50,2E20
1929,1,10,15,0,0,48N50,2E20
1890,11,20,10,50,40,48N50,2E20
1925,11,27,8,15,0,48N50,2E20
1890,11,26,4,50,40,48N50,2E20
1923,4,6,4,0,0,48N50,2E20
1890,12,4,19,50,40,48N50,2E20
1899,6,3,22,50,40,48N50,2E20
1927,12,22,22,30,0,48N50,2E20
1890,12,8,20,50,40,48N50,2E20
1924,3,22,1,0,0,48N50,2E20
1890,12,10,5,50,40,48N50,2E20
1926,7,3,13,45,0,48N50,2E20
1890,12,10,18,50,40,48N50,2E20
1926,7,14,22,50,0,48N50,2E20
1890,12,18,17,50,40,48N50,2E20
1925,12,9,10,0,0,48N50,2E20
1890,12,19,0,20,40,48N50,2E20
1892,11,9,22,50,40,48N50,2E20
1927,7,30,3,35,0,48N50,2E20
1890,12,29,15,50,40,48N50,2E20
1926,4,24,5,0,0,48N50,2E20
1891,1,4,10,20,40,48N50,2E20
1923,7,5,21,0,0,48N50,2E20
1927,3,26,0,30,0,48N50,2E20
1891,1,17,3,50,40,48N50,2E20
1925,11,27,2,22,0,48N50,2E20
1891,2,1,19,50,40,48N50,2E20
1926,4,3,5,0,0,48N50,2E20
1891,2,5,17,50,40,48N50,2E20
1923,10,23,6,30,0,48N50,2E20
1891,2,7,21,50,40,48N50,2E20
1924,12,27,20,30,0,48N50,2E20
1891,2,8,2,50,40,48N50,2E20
1896,6,20,5,50,40,48N50,2E20
1923,7,15,1,0,0,48N50,2E20
1891,2,10,15,50,40,48N50,2E20
1930,9,14,3,55,0,48N50,2E20
1891,2,13,16,50,40,48N50,2E20
1925,6,15,19,0,0,48N50,2E20
1891,2,21,21,50,40,48N50,2E20
1924,4,17,5,30,0,48N50,2E20
1891,3,10,22,50,40,48N50,2E20
1928,1,27,17,10,0,48N50,2E20
1930,12,5,5,20,0,48N50,2E20
1891,3,19,1,50,40,48N50,2E20
1926,7,23,15,0,0,48N50,2E20
1891,3,19,8,50,40,48N50,2E20
1928,10,15,1,0,0,48N50,2E20
1891,4,2,19,50,40,48N50,2E20
1923,5,25,17,0,0,48N50,2E20
1891,4,7,18,50,40,48N50,2E20
1923,8,31,2,0,0,48N50,2E20
